"julio","400","1","0","0","0","0","0","0","0","0","0"
"Adelis","400","1","0","0","0","0","0","0","0","0","0"
"Adela","1200","1","0","0","0","0","0","0","0","0","0"
"Jugador1","1600","1","0","0","0","0","0","0","0","0","0","","","","",""
